MGI.symbol	HGNC.symbol
Akr1b8	AKR1B10
Trav16n	TRAV19
Emb	EMB
Shisa5	SHISA5
Pla2g12a	PLA2G12A
Psmd7	PSMD7
Ifna5	IFNA21
Ifna5	IFNA4
Fam135a	FAM135A
1700024P04Rik	HIST1H2BO
Hist1h4i	HIST2H4B
Trpc4ap	TRPC4AP
Chrna3	CHRNA3
Pamr1	PAMR1
Zcwpw1	ZCWPW1
Terb2	TERB2
Impg2	IMPG2
Srp54b	SRP54
Ankrd34c	ANKRD34C
Eya1	EYA1
Elmsan1	ELMSAN1
Tigit	TIGIT
Tmem59	TMEM59
Pagr1a	PAGR1
Zscan26	ZSCAN26
Agfg2	AGFG2
Tespa1	TESPA1
Trav19	TRAV29DV5
Defb13	DEFB107B
Slc25a42	SLC25A42
Elf5	ELF5
Tmem50b	TMEM50B
Ano9	ANO9
Nol6	NOL6
Pcdh7	PCDH7
Zfr	ZFR
Fxn	FXN
Csmd3	CSMD3
Uggt2	UGGT2
Fam8a1	FAM8A1
Glud1	GLUD1
Glud1	GLUD2
Hlcs	HLCS
Ly6k	LY6K
Tmem70	TMEM70
Mroh8	MROH8
Defa30	DEFA6
Defa30	DEFA5
Ddo	DDO
Cdyl	CDYL
Erap1	ERAP1
Slc16a9	SLC16A9
Eno4	ENO4
Ckap5	CKAP5
Fam160b1	FAM160B1
Ifna4	IFNA21
Ifna4	IFNA4
Clic6	CLIC6
Hipk4	HIPK4
Defb3	DEFB4B
Pdzk1ip1	PDZK1IP1
Stat5b	STAT5B
Slc6a9	SLC6A9
Hyal2	HYAL2
Kpna1	KPNA1
Rps6	RPS6
Ccdc47	CCDC47
Ly6g5b	LY6G5B
Pet2	DCAF8L2
Pet2	DCAF8L1
Sult2a3	SULT2A1
Trub1	TRUB1
Smad1	SMAD1
Tyms	TYMS
Gm11397	SERPINB9
Snx30	SNX30
Ttc21a	TTC21A
4921504E06Rik	C10orf67
Raver1	RAVER1
Tlr9	TLR9
Pld3	PLD3
Mesp1	MESP1
Gpld1	GPLD1
Unc13b	UNC13B
Apba3	APBA3
Ift140	IFT140
Polr2e	POLR2E
Efhb	EFHB
Dhdh	DHDH
Gle1	GLE1
Cdk5rap3	CDK5RAP3
Spn	SPN
Pla1a	PLA1A
Slc31a1	SLC31A1
E130309D02Rik	C7orf26
Baz1a	BAZ1A
Slfn2	SLFN12
Slfn2	SLFN12L
Cntrl	CNTRL
Dusp7	DUSP7
Try4	PRSS3
Gnb5	GNB5
Dsg3	DSG3
Fhdc1	FHDC1
Ski	SKI
Fam83e	FAM83E
Dnlz	DNLZ
Slc25a51	SLC25A52
E2f1	E2F1
Taf1	TAF1
Bola2	BOLA2
Arhgap26	ARHGAP26
Map3k3	MAP3K3
Stil	STIL
Psmb9	PSMB9
Mrgprb5	MRGPRX3
Mrgprb5	MRGPRX4
Slc31a2	SLC31A2
Dlg4	DLG4
Klk13	KLK13
Prkg1	PRKG1
Sertad2	SERTAD2
Spocd1	SPOCD1
Nrsn1	NRSN1
Smchd1	SMCHD1
Mettl7a3	METTL7A
Nhlrc3	NHLRC3
Gdf7	GDF7
Nme9	NME9
Wdr1	WDR1
Trav13n-2	TRAV22
Ms4a6b	MS4A6A
Ms4a6b	MS4A6E
Rsl24d1	RSL24D1
Brca2	BRCA2
Gpaa1	GPAA1
Traip	TRAIP
Cand2	CAND2
Smap1	SMAP1
Wt1	WT1
Rab5b	RAB5B
Rtbdn	RTBDN
Rae1	RAE1
Vps54	VPS54
Rab18	RAB18
Acadsb	ACADSB
Cast	CAST
Naxd	NAXD
Fam71e2	FAM71E2
Acadvl	ACADVL
Gpr83	GPR83
Dph2	DPH2
Bod1	BOD1L2
Ly6g6f	LY6G6F
Nnt	NNT
Malsu1	MALSU1
Nutm2	NUTM2A
Nutm2	NUTM2D
Hmgn1	HMGN1
Rbms3	RBMS3
Rnf146	RNF146
Mnd1	MND1
Fkbp4	FKBP4
Ccbe1	CCBE1
Nlgn2	NLGN2
Cdh2	CDH2
Sept3	SEPT3
Cer1	CER1
Proser1	PROSER1
Stag2	STAG2
Ces5a	CES5A
Scgb3a2	SCGB3A2
Cox6b2	COX6B2
Tuba8	TUBA8
Adam9	ADAM9
Fam196b	INSYN2B
Hsdl2	HSDL2
2310039H08Rik	C6orf226
Cfap206	CFAP206
Fbxl14	FBXL14
Cyp21a1	CYP21A2
Lypd2	LYPD2
Rer1	RER1
Mmp16	MMP16
Ly6g6d	LY6G6D
Six2	SIX2
Babam1	BABAM1
Crybb3	CRYBB3
Klk11	KLK11
Gm20605	LRCH4
Sgtb	SGTB
Defa34	DEFA6
Defa34	DEFA5
Mrps36	MRPS36
Smoc1	SMOC1
Ankle1	ANKLE1
Cnot1	CNOT1
Scube2	SCUBE2
Fabp5	FABP5
Olfr1509	OR4E2
Ap2b1	AP2B1
Gpr39	GPR39
Aldh1a2	ALDH1A2
Gbp3	GBP3
Dsg4	DSG4
Tspan3	TSPAN3
Prpf4	PRPF4
Urod	UROD
Ascc2	ASCC2
S1pr5	S1PR5
Ptbp1	PTBP1
Rpl18a	RPL18A
Vapa	VAPA
Intu	INTU
Vamp3	VAMP3
Chd3	CHD3
Rnf214	RNF214
C2cd2	C2CD2
Nptxr	NPTXR
Ube2r2	UBE2R2
Hspb6	HSPB6
Mettl16	METTL16
Mmd2	MMD2
Rassf8	RASSF8
Gm14214	RPL7A
Plg	PLGLB2
Park7	PARK7
Defa28	DEFA6
Defa28	DEFA5
Cspg4	CSPG4
Qprt	QPRT
Brca1	BRCA1
Ly96	LY96
Arl6ip5	ARL6IP5
Car3	CA3
Mageb5	MAGEB5
Gm20671	PISD
Ctnnb1	CTNNB1
Trav8-1	TRAV17
Trip11	TRIP11
Atp6v0b	ATP6V0B
Selenoo	SELENOO
Kcnn2	KCNN2
Olfr681	OR56A3
Rb1	RB1
Acap1	ACAP1
Sept9	SEPT9
Trav6-1	TRAV9-2
Olfr1512	OR10G3
Nars	NARS
Minpp1	MINPP1
Ptchd4	PTCHD4
Jchain	JCHAIN
Ppp1r11	PPP1R11
Fndc4	FNDC4
Cds2	CDS2
C9	C9
Mnt	MNT
Uchl5	UCHL5
Sart1	SART1
Gltpd2	GLTPD2
Rprd1b	RPRD1B
Elf2	ELF2
Sohlh2	SOHLH2
Sohlh2	CCDC169-SOHLH2
Aldh5a1	ALDH5A1
Dr1	DR1
Pou6f2	POU6F2
Msrb2	MSRB2
Trpm4	TRPM4
Slc25a23	SLC25A23
Fbln5	FBLN5
Bspry	BSPRY
Prpf8	PRPF8
Cdc40	CDC40
Derl3	DERL3
Pcsk7	PCSK7
Fat4	FAT4
Pdia2	PDIA2
Flt3	FLT3
F2rl2	F2RL2
Anp32b	ANP32B
Tfb1m	TFB1M
Klk10	KLK10
Ube2d1	UBE2D1
Trav14-3	TRAV23DV6
Nanos2	NANOS2
Gng7	GNG7
Mef2b	BORCS8-MEF2B
Esyt3	ESYT3
Cdc37	CDC37
Defa25	DEFA6
Defa25	DEFA5
0610010F05Rik	KIAA1841
Dhx33	DHX33
Mtrr	MTRR
Ppm1m	PPM1M
Zfp59	ZNF780A
Prkaa1	PRKAA1
Slc23a2	SLC23A2
Eif4enif1	EIF4ENIF1
Ntsr2	NTSR2
Mctp2	MCTP2
Trim16	TRIM16L
Trim16	TRIM16
Zkscan3	ZKSCAN4
Trav12-2	TRAV18
Gm36210	C19orf85
Raet1e	RAET1E
Txndc2	TXNDC2
Yipf5	YIPF5
Dsc3	DSC3
Mpv17l2	MPV17L2
Cldn3	CLDN3
Asb6	ASB6
Slc5a5	SLC5A5
Phf7	PHF7
Stam	STAM
Rhoh	RHOH
Tgm7	TGM7
Crb3	CRB3
Timm17b	TIMM17B
Cobl	COBL
Slc34a1	SLC34A1
Dbp	DBP
Nr1d2	NR1D2
Rufy3	RUFY3
Atg4d	ATG4D
Lsr	LSR
Plxdc1	PLXDC1
Prkcd	PRKCD
Zfp974	ZNF808
Taco1	TACO1
Ifna14	IFNA21
Ifna14	IFNA4
Sparc	SPARC
Zscan2	ZSCAN2
Kcnq5	KCNQ5
Fgf21	FGF21
Iqcf5	IQCF5
Zfyve9	ZFYVE9
Trav14d-2	TRAV23DV6
Foxi1	FOXI1
Trim35	TRIM35
Edn1	EDN1
Prss1	PRSS3
Rnf20	RNF20
Hs3st3b1	HS3ST3B1
Pygo1	PYGO1
Dtx2	DTX2
Cox7a2l	COX7A2L
Tmed4	TMED4
Btbd19	BTBD19
Zfp827	ZNF827
Nr3c1	NR3C1
Mlf2	MLF2
Cc2d1b	CC2D1B
Samd14	SAMD14
Olfr351	OR1N1
Grik5	GRIK5
Nbl1	NBL1
Gpr21	GPR21
Dmrt3	DMRT3
Unkl	UNKL
Rps15	RPS15
Il5	IL5
Gm28042	PLA2G4B
Gm28042	JMJD7-PLA2G4B
Tshb	TSHB
Cd47	CD47
Txndc12	TXNDC12
Fastkd5	FASTKD5
Fbxo43	FBXO43
Fam161b	FAM161B
F12	F12
Gpn1	GPN1
Fgf4	FGF4
1700012B09Rik	C11orf97
Slc25a48	SLC25A48
Foxj1	FOXJ1
Sult2a7	SULT2A1
Crybb2	CRYBB2
Ccdc154	CCDC154
Gfra2	GFRA2
Efhc2	EFHC2
Klhdc1	KLHDC1
Atp2a3	ATP2A3
Taf10	TAF10
Prss2	PRSS3
Mapk8	MAPK8
Nol10	NOL10
Slbp	SLBP
P4hb	P4HB
Gm39566	SPEM3
Pcna	PCNA
Exo5	EXO5
Pagr1b	PAGR1
Taar9	TAAR9
Srrm2	SRRM2
Ifnab	IFNA21
Ifnab	IFNA4
Serpinb9e	SERPINB9
Pspc1	PSPC1
Golph3l	GOLPH3L
Fstl1	FSTL1
Wdr73	WDR73
Pigg	PIGG
Pqlc2	PQLC2
Sgta	SGTA
Neurog1	NEUROG1
Eif2s2	EIF2S2
Defa36	DEFA6
Defa36	DEFA5
Haus4	HAUS4
Nup153	NUP153
Tsga10ip	TSGA10IP
Ube2o	UBE2O
Sult2a2	SULT2A1
Akr1b7	AKR1B10
C530008M17Rik	KIAA1211
Tm9sf4	TM9SF4
Cdk7	CDK7
1700030J22Rik	C16orf46
Olfr691	OR52B2
Serp2	SERP2
Gba2	GBA2
Msl1	MSL1
Higd1b	HIGD1B
Brip1	BRIP1
Mbnl2	MBNL2
Glipr2	GLIPR2
Ppargc1a	PPARGC1A
Ndor1	NDOR1
Rdm1	RDM1
Snapc4	SNAPC4
Zfp451	ZNF451
Dhfr	DHFR
Kctd16	KCTD16
Adgre1	ADGRE1
Spinkl	SPINK9
Slc6a7	SLC6A7
Fam221a	FAM221A
Tgm2	TGM2
Fam189a2	FAM189A2
Cpxcr1	CPXCR1
Hccs	HCCS
Pcgf6	PCGF6
Musk	MUSK
Tex264	TEX264
Sbk3	SBK3
Trav3-1	TRAV5
Smad3	SMAD3
Pirt	PIRT
Aqp7	AQP7
Ddx27	DDX27
Telo2	TELO2
Ip6k2	IP6K2
Coa3	COA3
Scamp5	SCAMP5
Icam1	ICAM1
Nufip1	NUFIP1
Prss21	PRSS21
Sec16a	SEC16A
Kcnip4	KCNIP4
Hapln3	HAPLN3
Zbtb49	ZBTB49
Gas2l2	GAS2L2
Pnn	PNN
Ythdc1	YTHDC1
Phyhipl	PHYHIPL
Slc39a9	SLC39A9
Flnb	FLNB
Kcnn1	KCNN1
Ms4a3	MS4A3
Gm37389	FABP9
Thegl	THEGL
Wipf2	WIPF2
Ipo7	IPO7
Tmem52	TMEM52
Mccc1	MCCC1
Smarca2	SMARCA2
Mrpl40	MRPL40
Trp53i11	TP53I11
Hdac5	HDAC5
Ttr	TTR
Alas1	ALAS1
Brinp1	BRINP1
Atxn7l3	ATXN7L3
Nrarp	NRARP
Dpf3	DPF3
Chrna5	CHRNA5
Eid2	EID2
Srxn1	SRXN1
Tsta3	TSTA3
Nudt19	NUDT19
Trav12-3	TRAV18
Ythdf2	YTHDF2
Slc1a6	SLC1A6
Kif20a	KIF20A
Lpar6	LPAR6
Mydgf	MYDGF
Olfr826	OR9K2
Wnk4	WNK4
Ube2e2	UBE2E2
Slfn14	SLFN14
Npffr2	NPFFR2
Sh3bp2	SH3BP2
Dok3	DOK3
AY761185	DEFA6
AY761185	DEFA5
Ankrd55	ANKRD55
Insr	INSR
Atp6v1g2	ATP6V1G2
Atp6v1g2	ATP6V1G2-DDX39B
Serpinb9g	SERPINB9
Bptf	BPTF
Alyref	ALYREF
Tifab	TIFAB
Mettl4	METTL4
Chtf18	CHTF18
Lonrf1	LONRF1
Tbx2	TBX2
Pcdh17	PCDH17
Pnliprp2	PNLIPRP2
Trim32	TRIM32
Ednrb	EDNRB
Lamp1	LAMP1
Tmf1	TMF1
Ppat	PPAT
Tcof1	TCOF1
Zfp607b	ZNF780A
Capn1	CAPN1
Fga	FGA
Pds5a	PDS5A
Gdap1	GDAP1
Sema3g	SEMA3G
Zbtb20	ZBTB20
Fgf11	FGF11
Ttc5	TTC5
Ms4a6d	MS4A6A
Ms4a6d	MS4A6E
Poc1a	POC1A
Taar6	TAAR8
Gm9495	POTEG
Gm9495	POTEA
Vash1	VASH1
Cnksr3	CNKSR3
Gadd45b	GADD45B
Trav16d-dv11	TRAV19
Rgs9	RGS9
Olfr692	OR52W1
Tmprss11d	TMPRSS11D
Ppp1r42	PPP1R42
Vdac1	VDAC1
Zfy1	ZNF480
Zfy1	ZNF610
Zfy1	ZNF418
Zfy1	ZNF256
Zfy1	ZNF561
Zfy1	ZNF562
H2-Ea-ps	HLA-DRA
Hk1	HK1
Tprn	TPRN
E130308A19Rik	KIAA1958
Ubl7	UBL7
Ttc4	TTC4
Gng13	GNG13
Ube2s	UBE2S
Gapdh	GAPDH
Axin1	AXIN1
Prr23a2	PRR23D1
Pmp22	PMP22
Clcn7	CLCN7
Ccdc57	CCDC57
Themis	THEMIS
Fem1a	FEM1A
Psmg1	PSMG1
Mlxipl	MLXIPL
P2rx6	P2RX6
Mxi1	MXI1
Tyk2	TYK2
Cyp4a10	CYP4A11
Cyp4a10	CYP4A22
Cyp4a10	CYP4F12
Rxfp2	RXFP2
Klhl2	KLHL2
Pcsk5	PCSK5
Tfap2c	TFAP2C
Klf9	KLF9
Gpr139	GPR139
Zbtb26	ZBTB26
Foxd4	FOXD4L5
Foxd4	FOXD4L4
Rabl2	RABL2A
Trav6-2	TRAV9-2
Spink1	SPINK1
Mast1	MAST1
1700019N19Rik	C10orf82
Slc7a4	SLC7A4
Mrgprb2	MRGPRX3
Mrgprb2	MRGPRX4
Asb16	ASB16
Siglece	SIGLEC9
Siglece	SIGLEC7
Tmem267	TMEM267
Dip2a	DIP2A
Gramd3	GRAMD2B
Pnlip	PNLIP
Fkbp1a	FKBP1C
Abcg3	ABCG2
L3mbtl2	L3MBTL2
Cytl1	CYTL1
Amelx	AMELX
Arsi	ARSI
Hint2	HINT2
Stat5a	STAT5A
Dazap1	DAZAP1
Cyp2w1	CYP2W1
Agpat2	AGPAT2
Fbn2	FBN2
Fbxl12	FBXL12
Vps36	VPS36
Bace2	BACE2
Trappc13	TRAPPC13
Galnt18	GALNT18
Ccdc126	CCDC126
Lrp11	LRP11
Slfn8	SLFN13
Colgalt1	COLGALT1
Mamdc4	MAMDC4
Tubb4b	TUBB4B
Osgin2	OSGIN2
Mcoln1	MCOLN1
Asah2	ASAH2B
Ifna1	IFNA21
Ifna1	IFNA4
Cmc1	CMC1
Stc1	STC1
Sphk2	SPHK2
Srd5a1	SRD5A1
Slc5a11	SLC5A11
Trf	TF
Ppp1r27	PPP1R27
Kif3b	KIF3B
Tmem8	TMEM8A
Sema4d	SEMA4D
Dsc1	DSC1
Pqlc1	PQLC1
Sema7a	SEMA7A
Usp47	USP47
Cyb5rl	CYB5RL
Zfp623	ZNF623
Cxcl16	CXCL16
Trav7d-4	TRAV12-1
Trav7d-4	TRAV12-2
Trav7d-4	TRAV12-3
Col6a2	COL6A2
Gm21987	COX17
Fsip1	FSIP1
Slc4a4	SLC4A4
Ctxn2	CTXN2
Casp6	CASP6
Tert	TERT
Lyzl6	LYZL6
B4galt4	B4GALT4
Tmem268	TMEM268
Gbp6	GBP6
Mthfd2l	MTHFD2L
Gpr180	GPR180
Mtnr1b	MTNR1B
Ptch1	PTCH1
Mroh5	MROH5
Sec11a	SEC11A
Sord	SORD
Tpte	TPTE2
Lrrn4	LRRN4
Olfr1507	OR4E1
Olfm4	OLFM4
Exosc1	EXOSC1
1700003F12Rik	C20orf144
Mrpl51	MRPL51
Crtc3	CRTC3
Ppy	PPY
Ghrh	GHRH
Foxd2	FOXD2
Pabpc4l	PABPC4L
Cars2	CARS2
Aanat	AANAT
Rnf219	RNF219
B3glct	B3GLCT
Pp2d1	PP2D1
Efcab1	EFCAB1
Tor4a	TOR4A
Foxk1	FOXK1
Gp5	GP5
Tulp2	TULP2
Ttc39c	TTC39C
Dock4	DOCK4
Klk5	KLK5
Tmem108	TMEM108
Olfr350	OR1J4
Alox8	ALOX15B
Kcnk10	KCNK10
Usp25	USP25
Nrip1	NRIP1
Pnck	PNCK
Vps18	VPS18
Acot4	ACOT4
Mbd3l2	MBD3L2B
Mbd3l2	MBD3L5
Mbd3l2	MBD3L4
Mbd3l2	MBD3L2
Mbd3l2	MBD3L3
Slc38a3	SLC38A3
4933424G06Rik	C2orf92
Ankrd13a	ANKRD13A
Slc2a2	SLC2A2
Calca	CALCA
Trav11d	TRAV10
Lag3	LAG3
Trmt6	TRMT6
Ythdf1	YTHDF1
Pcnt	PCNT
Apol11b	APOL3
Apol11b	APOL4
Apol11b	APOL2
Apol11b	APOL1
Inpp4a	INPP4A
Angptl2	ANGPTL2
Nr2c2	NR2C2
Grin2d	GRIN2D
Cox19	COX19
Arhgap11a	ARHGAP11A
Cldn20	CLDN20
Lgi1	LGI1
Eif2b3	EIF2B3
Izumo1	IZUMO1
Casq2	CASQ2
Slc7a9	SLC7A9
Cyp11a1	CYP11A1
Mpp7	MPP7
Npr3	NPR3
Rgp1	RGP1
Pcdh8	PCDH8
Hist1h1b	HIST1H1B
Kpna4	KPNA4
Ano6	ANO6
Galnt12	GALNT12
Sbk2	SBK2
Hcn1	HCN1
Ttll9	TTLL9
Soga3	SOGA3
Ttc29	TTC29
Acan	ACAN
Lypd1	LYPD1
Cdc27	CDC27
Nsg1	NSG1
Exd2	EXD2
Rasgrf2	RASGRF2
Trav6n-6	TRAV9-2
Zdhhc16	ZDHHC16
Tmem68	TMEM68
Gm6685	CYB5D1
Pla2g4c	PLA2G4C
Nsg2	NSG2
Foxd3	FOXD3
Pomc	POMC
Nr1i2	NR1I2
Trav13-2	TRAV22
Pigw	PIGW
Eml4	EML4
Ptf1a	PTF1A
Slc35a1	SLC35A1
Pex11a	PEX11A
Whrn	WHRN
Tmed5	TMED5
Ly6g6e	LY6G6E
Ptp4a1	PTP4A1
Defb47	DEFB130B
Defb47	DEFB130A
Adamts7	ADAMTS7
Psme3	PSME3
Tap2	TAP2
Cdk19	CDK19
Hist1h1a	HIST1H1A
Uts2	UTS2
Mcph1	MCPH1
Zbtb22	ZBTB22
Tox2	TOX2
Lmo2	LMO2
Tmem150b	TMEM150B
Zkscan2	ZKSCAN2
Slc12a5	SLC12A5
Pnpo	PNPO
Cbwd1	CBWD5
Bcl2l13	BCL2L13
Crls1	CRLS1
Imp3	IMP3
Creb3	CREB3
Gbp7	GBP3
Strn4	STRN4
Abhd6	ABHD6
Jph4	JPH4
Cebpe	CEBPE
Il6st	IL6ST
Pdia6	PDIA6
Btf3l4	BTF3L4
Rem2	REM2
Ankrd50	ANKRD50
Hcrt	HCRT
Ryr1	RYR1
Patl2	PATL2
Abtb2	ABTB2
Mre11a	MRE11
Pex12	PEX12
Stfa1	CSTA
Cab39l	CAB39L
Foxn2	FOXN2
Tspan2	TSPAN2
Pou4f2	POU4F2
Lpcat1	LPCAT1
Sdhd	SDHD
Fam90a1a	FAM90A1
Tspan18	TSPAN18
Osbpl1a	OSBPL1A
Maoa	MAOA
Zfp318	ZNF318
Sytl4	SYTL4
Kif4	KIF4A
Gfod1	GFOD1
Olfr685	OR52L1
Adgrg2	ADGRG2
App	APP
Asns	ASNS
Smim11	SMIM11A
Arhgap22	ARHGAP22
Sult2a5	SULT2A1
Emilin2	EMILIN2
Mia	MIA-RAB4B
Mia	MIA
Emc7	EMC7
Cdx2	CDX2
Tmprss12	TMPRSS12
Tma16	TMA16
Amd2	AMD1
Tet1	TET1
Mrpl27	MRPL27
Zfp853	ZNF853
Usp34	USP34
Ifngr2	IFNGR2
Prr15l	PRR15L
Pth	PTH
Rhov	RHOV
Mtf1	MTF1
Gbp11	GBP6
Psmd12	PSMD12
Il18	IL18
Adal	ADAL
Ercc6l2	ERCC6L2
Ajuba	AJUBA
Nyap1	NYAP1
Fbxl18	FBXL18
Aven	AVEN
Ptx4	PTX4
Tsg101	TSG101
Ctr9	CTR9
Cbs	CBSL
Odf3l1	ODF3L1
Ctsz	CTSZ
Tsr3	TSR3
BC117090	CSTA
Nr2c2ap	NR2C2AP
Ostf1	OSTF1
Ddrgk1	DDRGK1
Vpreb1	VPREB1
Gorasp1	GORASP1
Mrps6	MRPS6
Znhit2	ZNHIT2
Cacng1	CACNG1
Lynx1	LYNX1
Bpgm	BPGM
Mesp2	MESP2
Rec114	REC114
Ece1	ECE1
Nat14	NAT14
Rasip1	RASIP1
Tpp1	TPP1
Piga	PIGA
Trav9-2	TRAV8-1
Trav9-2	TRAV8-3
Bcat2	BCAT2
Pdcd11	PDCD11
Tnfrsf14	TNFRSF14
Olfr1352	OR7A5
Olfr1352	OR7A10
Olfr1352	OR7A17
Chrna6	CHRNA6
C1qc	C1QC
Twf1	TWF1
Vcpip1	VCPIP1
Mmrn2	MMRN2
Wnt11	WNT11
Capn3	CAPN3
Tmprss2	TMPRSS2
Yap1	YAP1
Foxp1	FOXP1
Pqbp1	PQBP1
Scaf8	SCAF8
Calhm1	CALHM1
Igfl3	IGFL4
Igfl3	IGFL3
Igfl3	IGFL2
Trdc	TRDC
Arl5b	ARL5B
Lcp2	LCP2
Atp8b1	ATP8B1
Slc12a7	SLC12A7
Tnfrsf9	TNFRSF9
Moxd1	MOXD1
Trim38	TRIM38
Pkdcc	PKDCC
Taar2	TAAR2
Zp3	POMZP3
Slc1a4	SLC1A4
Ulbp1	RAET1G
Hes1	HES1
Msln	MSLN
Spo11	SPO11
Proser3	PROSER3
Tbc1d7	TBC1D7
Gm20695	CLUAP1
Gbp2b	GBP2
Mtm1	MTM1
Lama2	LAMA2
Zfp277	ZNF277
Henmt1	HENMT1
Twsg1	TWSG1
Rasa2	RASA2
Shisa9	SHISA9
Tigd4	TIGD4
Frem1	FREM1
Mrgpra2b	MRGPRX3
Mrgpra2b	MRGPRX4
Parp10	PARP10
Tc2n	TC2N
Mapkap1	MAPKAP1
Radil	RADIL
Grtp1	GRTP1
Cfi	CFI
Pappa	PAPPA
Srpx2	SRPX2
Nqo2	NQO2
Noxa1	NOXA1
Zfp286	ZNF286B
Zfp286	ZNF286A
Mmaa	MMAA
Angpt2	ANGPT2
Pir	PIR
Atf1	ATF1
Lrrc18	LRRC18
Sdhaf4	SDHAF4
Nemf	NEMF
Asah1	ASAH1
Olfr1420	OR10V1
Cyc1	CYC1
Fech	FECH
Klk6	KLK6
Wnt8a	WNT8A
Bub3	BUB3
Slc7a6os	SLC7A6OS
Rab20	RAB20
Fgf10	FGF10
Defa22	DEFA6
Defa22	DEFA5
Ctnnd2	CTNND2
Ncald	NCALD
Gatad1	GATAD1
Pik3r1	PIK3R1
Erh	ERH
Tex12	TEX12
Tpx2	TPX2
Olfr727	OR4K15
Igf2bp3	IGF2BP3
Apba1	APBA1
Rabepk	RABEPK
Olfr746	OR11H7
Gbp5	GBP5
Ralbp1	RALBP1
Trav9-1	TRAV8-1
Trav9-1	TRAV8-3
Wipi2	WIPI2
Ccdc73	CCDC73
Sec63	SEC63
Hemk1	HEMK1
Nrip2	NRIP2
Xpnpep3	XPNPEP3
Atp1a1	ATP1A1
Ppp1r35	PPP1R35
Klk14	KLK14
Syngr4	SYNGR4
Phf19	PHF19
Etf1	ETF1
Trav6-7-dv9	TRAV9-2
Plrg1	PLRG1
Sult2b1	SULT2B1
Lrrc15	LRRC15
Msh3	MSH3
Ndrg4	NDRG4
Adnp2	ADNP2
Blm	BLM
Csnk2b	CSNK2B
Birc3	BIRC3
Lrrk1	LRRK1
Hs3st3a1	HS3ST3A1
Myef2	MYEF2
Ilk	ILK
Arl5c	ARL5C
Peli1	PELI1
Izumo1r	IZUMO1R
Bcl11a	BCL11A
Cyb5a	CYB5A
Klk8	KLK8
Pgbd1	PGBD1
Baiap3	BAIAP3
Prkcz	PRKCZ
G3bp1	G3BP1
Trav6-3	TRAV9-2
C1qa	C1QA
Tada2a	TADA2A
Exosc4	EXOSC4
Gm7849	DEFA6
Gm7849	DEFA5
Nlrp2	PYDC2
Ly6l	LY6L
Itpkc	ITPKC
Msh2	MSH2
Drg2	DRG2
Rprd1a	RPRD1A
Eif2ak4	EIF2AK4
Mecom	MECOM
Kcne2	KCNE2
Cep70	CEP70
Sfrp2	SFRP2
Cryzl1	CRYZL1
Tram1	TRAM1
Lcmt2	LCMT2
Ckap2	CKAP2
Pcmtd1	PCMTD1
Gatad2a	GATAD2A
Plekhf2	PLEKHF2
Trav9n-4	TRAV8-1
Trav9n-4	TRAV8-3
Cyp2d11	CYP2D6
Pex6	PEX6
Dsc2	DSC2
Olfr747	OR11H4
Zfp266	ZNF266
Olfr825	OR9K2
Dnajb1	DNAJB1
Secisbp2	SECISBP2
Ipo13	IPO13
Ntmt1	NTMT1
Zfp408	ZNF408
Rapgef1	RAPGEF1
Efhc1	EFHC1
Tes3-ps	DCUN1D1
Selenos	SELENOS
Hes5	HES5
Prrg4	PRRG4
Trove2	RO60
Srp19	SRP19
Pdk2	PDK2
Hdac11	HDAC11
Slc30a5	SLC30A5
Umod	UMOD
Has2	HAS2
Slc12a2	SLC12A2
Ocel1	OCEL1
Slc17a1	SLC17A1
Hcn4	HCN4
Cep89	CEP89
Mrap2	MRAP2
Pank2	PANK2
Tmem204	TMEM204
Efna5	EFNA5
Arfgef1	ARFGEF1
Raly	RALY
Syn3	SYN3
Gm28041	ZNF273
Fam53a	FAM53A
Faiml	FAIM
Myh9	MYH9
Khdrbs2	KHDRBS2
Rhbdl2	RHBDL2
Gfra1	GFRA1
Trav6d-4	TRAV9-2
Ppm1l	PPM1L
Trav13d-1	TRAV22
Kctd5	KCTD5
Paqr5	PAQR5
Nptn	NPTN
Slc35f5	SLC35F5
Arhgef18	ARHGEF18
Nol4l	NOL4L
Nkd2	NKD2
Fra10ac1	FRA10AC1
Stfa2	CSTA
Slc25a25	SLC25A25
Olfr357	OR1Q1
Dennd1a	DENND1A
Cuta	CUTA
Dsg1c	DSG1
Pdcd4	PDCD4
Siglecg	SIGLEC10
Ispd	ISPD
Gm14781	MAGEB5
Rdx	RDX
Zfand3	ZFAND3
Ptbp3	PTBP3
Zfp629	ZNF629
Cdc73	CDC73
Mob1b	MOB1B
Cmpk1	CMPK1
Slfn3	SLFN12
Slfn3	SLFN12L
Fam3b	FAM3B
Rbm47	RBM47
Bpifc	BPIFC
Fabp12	FABP12
Zfp335	ZNF335
Phf3	PHF3
Abhd16a	ABHD16A
Ccdc24	CCDC24
Rhob	RHOB
Rgs6	RGS6
Spag8	SPAG8
Traf1	TRAF1
Cog3	COG3
Slfn1	SLFN12
Slfn1	SLFN12L
Foxa3	FOXA3
Spdye4b	SPDYE1
Spdye4b	SPDYE16
Ap5m1	AP5M1
Taar8c	TAAR8
Loxl4	LOXL4
Fbxl17	FBXL17
Pag1	PAG1
Snx3	SNX3
Gtf2h1	GTF2H1
Rilp	RILP
Tsc22d4	TSC22D4
